Identificador do processo de viagem,Meio de transporte,País - Origem ida,UF - Origem ida,Cidade - Origem ida,País - Destino ida,UF - Destino ida,Cidade - Destino ida,País - Origem volta,UF - Origem volta,Cidade - Origem volta,Pais - Destino volta,UF - Destino volta,Cidade - Destino volta,Valor da passagem,Taxa de serviço
13532514,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,Campinas,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,718,0
13532526,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Maranhão,São Luís,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,278,0
13532529,Aéreo,Brasil,São Paulo,Guarulhos,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,495,0
13532542,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1032,0
13532543,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,764,0
13532547,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,444,0
13532552,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,852,0
13532558,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,328,0
13532561,Aéreo,Brasil,Pernambuco,Recife,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,857,0
13532564,Aéreo,Brasil,Maranhão,São Luís,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,529,0
13532570,Aéreo,Brasil,Tocantins,Palmas,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,639,0
13532570,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532577,Aéreo,Brasil,Goiás,Goiânia,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,483,0
13532588,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Rio Grande do Norte,Natal,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,951,0
13532589,Aéreo,Brasil,Acre,Cruzeiro do Sul,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,859,0
13532594,Aéreo,Brasil,Piauí,Teresina,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1035,0
13532596,Aéreo,Brasil,São Paulo,Campinas,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,522,0
13532599,Aéreo,Brasil,Paraná,Curitiba,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,550,0
13532603,Aéreo,Brasil,Minas Gerais,Belo Horizonte,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,257,0
13532605,Aéreo,Brasil,Amazonas,Manaus,Brasil,Amazonas,Tabatinga,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,645,0
13532607,Aéreo,Brasil,Pará,Belém,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,251,0
13532614,Aéreo,Brasil,Roraima,Boa Vista,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1426,0
13532618,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,472,0
13532624,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1439,0
13532630,Aéreo,Brasil,Minas Gerais,Montes Claros,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,412,0
13532631,Aéreo,Bósnia-Herzegóvina,,Saravejo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2497,0
13532634,Aéreo,Brasil,Pará,Santarém,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1289,0
13532642,Aéreo,Brasil,Pernambuco,Recife,Brasil,Ceará,Juazeiro do Norte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,369,0
13532646,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Sul,Porto Alegre,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1270,0
13532650,Aéreo,Brasil,Goiás,Goiânia,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,449,0
13532654,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532657,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,428,0
13532658,Aéreo,Brasil,Distrito Federal,Brasília,Bósnia-Herzegóvina,,Saravejo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13532659,Aéreo,Brasil,Goiás,Goiânia,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,483,0
13532662,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,415,0
13532665,Aéreo,Brasil,Rondônia,Porto Velho,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,486,0
13532669,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio Grande do Norte,Natal,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,754,0
13532669,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,880,0
13532677,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pará,Santarém,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,667,0
13532681,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,360,0
13532681,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,531,0
13532685,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532689,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532694,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,472,0
13532698,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532699,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13532701,Aéreo,Brasil,Sergipe,Aracaju,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,360,0
13532702,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532703,Aéreo,Brasil,Amazonas,Manaus,Brasil,Acre,Cruzeiro do Sul,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,893,0
13532706,Aéreo,Brasil,Pará,Santarém,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,811,0
13532710,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,750,0
13532714,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,366,0
13532716,Aéreo,Brasil,Amazonas,Manaus,Brasil,Amazonas,São Gabriel da Cachoeira,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,730,0
13532722,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Rio Grande do Norte,Natal,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,951,0
13532723,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,426,0
13532724,Aéreo,Brasil,Goiás,Goiânia,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532726,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Espírito Santo,Vitória,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,253,0
13532727,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,478,0
13532731,Aéreo,Brasil,Alagoas,Maceió,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,953,0
13532732,Aéreo,Brasil,Amazonas,Manaus,Brasil,Amazonas,São Gabriel da Cachoeira,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,730,0
13532734,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,841,0
13532737,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,972,0
13532742,Aéreo,Brasil,Goiás,Goiânia,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532743,Aéreo,Brasil,Paraná,Curitiba,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,728,0
13532744,Aéreo,Brasil,Pará,Belém,Brasil,Pará,Altamira,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,585,0
13532747,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,389,0
13532749,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,424,0
13532753,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,486,0
13532758,Aéreo,Brasil,São Paulo,Campinas,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,304,0
13532761,Aéreo,Brasil,Paraná,Foz do Iguaçu,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,429,0
13532762,Aéreo,Brasil,Mato Grosso,Cuiabá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,242,0
13532764,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rio de Janeiro,Rio de Janeiro,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,653,0
13532765,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Rondônia,Porto Velho,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1587,0
13532766,Aéreo,Brasil,Paraná,Foz do Iguaçu,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,429,0
13532767,Aéreo,Brasil,Paraná,Foz do Iguaçu,Brasil,Minas Gerais,Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,429,0
13532769,Aéreo,Brasil,Mato Grosso,Cuiabá,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,329,0
13532773,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,409,0
13532773,Aéreo,Suécia,,Estocolmo,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,0,0
13532776,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Sergipe,Aracaju,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,366,0
13532779,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,São Paulo,São Paulo,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,414,0
13532782,Aéreo,Brasil,Rondônia,Porto Velho,Brasil,Mato Grosso,Cuiabá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,469,0
13532790,Aéreo,Brasil,Rio Grande do Sul,Porto Alegre,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,869,0
13532793,Aéreo,Brasil,Ceará,Fortaleza,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,562,0
13532799,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Amapá,Macapá,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,652,0
13532810,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Pernambuco,Recife,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,638,0
13532823,Aéreo,Brasil,Acre,Cruzeiro do Sul,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1364,0
13532834,Aéreo,Brasil,São Paulo,São Paulo,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,197,0
13532838,Aéreo,Brasil,Distrito Federal,Brasília,Brasil,Acre,Rio Branco,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,2027,5
13532843,Aéreo,Brasil,Rondônia,Porto Velho,Brasil,Amazonas,Manaus,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,408,0
13532844,Aéreo,Brasil,Acre,Cruzeiro do Sul,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,1364,0
13532868,Aéreo,Brasil,Paraná,Curitiba,Brasil,Distrito Federal,Brasília,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,482,0
13532870,Aéreo,Brasil,Pernambuco,Recife,Brasil,Ceará,Fortaleza,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,427,0
13532871,Aéreo,Brasil,Rio de Janeiro,Rio de Janeiro,Brasil,Santa Catarina,Florianópolis,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,220,0
13532875,Aéreo,Brasil,Espírito Santo,Vitória,Brasil,Rondônia,Porto Velho,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,985,0
13532876,Aéreo,Brasil,Rondônia,Porto Velho,Brasil,Espírito Santo,Vitória,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,Sem Informação,738,0
